index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
233 0 3 26 18 19 21.01 -96 6 24.10 30 45 11.91 0 34 29.87
234 0 3 27 2 39 21.01 90 6 38.25 38 54 16.87 0 34 39.16
235 0 3 27 10 59 21.01 -177 4 1.34 -29 37 42.84 0 34 47.74
236 0 3 27 19 19 21.01 -86 37 27.17 43 17 41.75 0 34 55.91
237 0 3 28 3 39 21.01 99 13 35.20 26 22 26.11 0 35 3.24
238 0 3 28 11 59 21.01 -160 33 13.85 -27 9 31.66 0 35 9.74
239 0 3 28 20 19 21.01 -74 20 39.60 55 46 50.30 0 35 15.67
240 0 3 29 4 39 21.01 107 58 8.77 14 2 21.00 0 35 20.56
241 0 3 29 12 59 21.01 -145 33 3.50 -21 22 36.14 0 35 24.58
242 0 3 29 21 19 21.01 -54 10 57.83 67 18 18.97 0 35 27.86
243 0 3 30 5 39 21.01 117 9 35.06 2 14 38.97 0 35 30.00
244 0 3 30 13 59 21.01 -132 37 52.30 -12 59 59.66 0 35 31.23
245 0 3 30 22 19 21.01 -12 48 25.41 74 38 30.50 0 35 31.65
246 0 3 31 6 39 21.01 127 27 19.02 -8 35 12.21 0 35 30.86
247 0 3 31 14 59 21.01 -121 37 12.10 -2 47 54.52 0 35 29.23
248 0 3 31 23 19 21.01 39 6 24.86 71 30 0.06 0 35 26.73
249 0 4 1 7 39 21.01 139 26 13.45 -17 53 24.92 0 35 23.06
250 0 4 1 15 59 21.01 -112 0 3.06 8 35 30.92 0 35 18.66
251 0 4 2 0 19 21.01 66 40 29.88 61 11 47.99 0 35 13.41
252 0 4 2 8 39 21.01 153 28 48.50 -24 56 46.22 0 35 7.11
253 0 4 2 16 59 21.01 -103 9 24.00 20 41 32.66 0 35 0.23
254 0 4 3 1 19 21.01 81 29 56.37 49 0 38.62 0 34 52.55
255 0 4 3 9 39 21.01 169 23 30.10 -28 58 40.60 0 34 44.02
256 0 4 3 17 59 21.01 -94 22 52.86 33 8 9.48 0 34 35.08
257 0 4 4 2 19 21.01 91 55 9.48 36 29 59.94 0 34 25.45
258 0 4 4 10 39 21.01 -173 53 50.83 -29 26 54.57 0 34 15.20
259 0 4 4 18 59 21.01 -84 40 13.38 45 35 53.48 0 34 4.70
260 0 4 5 3 19 21.01 100 46 7.82 24 11 46.33 0 33 53.66
261 0 4 5 11 39 21.01 -157 57 17.08 -26 23 22.72 0 33 42.23
262 0 4 5 19 59 21.01 -72 3 11.23 57 40 13.48 0 33 30.72
263 0 4 6 4 19 21.01 109 15 29.78 12 24 11.35 0 33 18.82
264 0 4 6 12 39 21.01 -143 54 24.28 -20 23 37.62 0 33 6.77
265 0 4 6 20 59 21.01 -51 23 25.28 68 27 13.97 0 32 54.78
266 0 4 7 5 19 21.01 118 5 22.73 1 23 13.49 0 32 42.54
267 0 4 7 13 39 21.01 -132 0 38.95 -12 16 3.41 0 32 30.37
268 0 4 7 21 59 21.01 -10 45 3.65 74 57 23.81 0 32 18.36
269 0 4 8 6 19 21.01 127 47 19.56 -8 33 3.66 0 32 6.25
270 0 4 8 14 39 21.01 -121 56 44.36 -2 43 37.07 0 31 54.38
271 0 4 8 22 59 21.01 38 6 21.53 72 4 49.82 0 31 42.77
272 0 4 9 7 19 21.01 138 47 10.15 -17 2 3.04 0 31 31.18
273 0 4 9 15 39 21.01 -113 11 45.20 7 42 5.87 0 31 19.98
274 0 4 9 23 59 21.01 64 54 51.99 62 55 42.48 0 31 9.09
275 0 4 10 8 19 21.01 151 20 55.63 -23 35 49.83 0 30 58.34
276 0 4 10 16 39 21.01 -105 13 41.30 18 39 24.85 0 30 48.08
277 0 4 11 0 59 21.01 79 30 1.91 52 1 53.57 0 30 38.16
278 0 4 11 9 19 21.01 165 23 10.79 -27 44 16.70 0 30 28.50
279 0 4 11 17 39 21.01 -97 29 43.76 29 53 14.32 0 30 19.40
280 0 4 12 1 59 21.01 89 33 50.63 40 46 20.86 0 30 10.66
281 0 4 12 10 19 21.01 -179 43 51.71 -29 4 2.07 0 30 2.26
282 0 4 12 18 39 21.01 -89 19 16.35 41 11 39.77 0 29 54.47
283 0 4 13 2 59 21.01 97 51 17.59 29 35 26.10 0 29 47.05
284 0 4 13 11 19 21.01 -165 2 41.24 -27 29 54.91 0 29 40.04
285 0 4 13 19 39 21.01 -79 35 11.23 52 21 46.86 0 29 33.67
286 0 4 14 3 59 21.01 105 32 39.24 18 42 0.17 0 29 27.67
287 0 4 14 12 19 21.01 -151 30 41.19 -23 18 37.59 0 29 22.16
288 0 4 14 20 39 21.01 -65 49 0.55 63 0 27.14 0 29 17.28
289 0 4 15 4 59 21.01 113 17 1.72 8 16 4.46 0 29 12.77
290 0 4 15 13 19 21.01 -139 35 35.91 -17 0 26.17 0 29 8.80
291 0 4 15 21 39 21.01 -41 21 48.76 72 0 40.03 0 29 5.47
292 0 4 16 5 59 21.01 121 32 45.20 -1 31 13.98 0 29 2.50
293 0 4 16 14 19 21.01 -129 15 42.41 -9 7 13.89 0 29 0.11
294 0 4 16 22 39 21.01 3 58 39.57 75 44 12.05 0 28 58.34
295 0 4 17 6 59 21.01 130 44 38.50 -10 25 19.23 0 28 56.94
296 0 4 17 15 19 21.01 -120 13 5.01 -0 5 32.37 0 28 56.16
297 0 4 17 23 39 21.01 46 11 1.44 70 49 32.32 0 28 55.96
298 0 4 18 7 59 21.01 141 15 8.85 -18 6 11.59 0 28 56.14
299 0 4 18 16 19 21.01 -112 4 9.35 9 44 53.16 0 28 56.96
300 0 4 19 0 39 21.01 68 9 12.58 61 28 19.55 0 28 58.33
301 0 4 19 8 59 21.01 153 19 49.16 -24 7 32.99 0 29 0.09
302 0 4 19 17 19 21.01 -104 23 29.71 20 9 45.52 0 29 2.51
303 0 4 20 1 39 21.01 80 57 5.96 50 47 27.82 0 29 5.43
304 0 4 20 9 59 21.01 166 56 26.21 -27 58 53.39 0 29 8.75
305 0 4 20 18 19 21.01 -96 41 59.65 30 58 9.81 0 29 12.74
306 0 4 21 2 39 21.01 90 15 0.04 39 41 58.91 0 29 17.17
307 0 4 21 10 59 21.01 -178 26 38.32 -29 13 2.95 0 29 22.02
308 0 4 21 19 19 21.01 -88 18 54.65 42 0 2.46 0 29 27.53
309 0 4 22 3 39 21.01 98 11 3.00 28 31 46.73 0 29 33.43
310 0 4 22 11 59 21.01 -163 47 11.85 -27 37 28.77 0 29 39.75
311 0 4 22 20 19 21.01 -78 0 9.30 53 1 59.34 0 29 46.71
312 0 4 23 4 39 21.01 105 45 12.00 17 28 27.48 0 29 53.99
313 0 4 23 12 59 21.01 -150 3 31.54 -23 20 32.72 0 30 1.71
314 0 4 23 21 19 21.01 -62 52 20.76 63 35 39.55 0 30 10.01
315 0 4 24 5 39 21.01 113 34 52.18 6 42 59.48 0 30 18.57
316 0 4 24 13 59 21.01 -137 48 5.93 -16 46 25.26 0 30 27.56
317 0 4 24 22 19 21.01 -35 12 32.59 72 12 33.53 0 30 37.05
318 0 4 25 6 39 21.01 122 10 58.11 -3 30 36.43 0 30 46.73
319 0 4 25 14 59 21.01 -127 3 16.24 -8 24 9.95 0 30 56.82
320 0 4 25 23 19 21.01 12 27 54.38 74 27 48.62 0 31 7.32
321 0 4 26 7 39 21.01 132 4 0.82 -12 52 10.45 0 31 17.91
322 0 4 26 15 59 21.01 -117 32 23.22 1 20 4.31 0 31 28.87
323 0 4 27 0 19 21.01 50 57 38.73 67 57 42.14 0 31 40.10
324 0 4 27 8 39 21.01 143 43 52.54 -20 52 15.61 0 31 51.34
325 0 4 27 16 59 21.01 -108 50 14.12 12 5 26.60 0 32 2.88
326 0 4 28 1 19 21.01 71 6 15.03 57 27 24.70 0 32 14.52
327 0 4 28 9 39 21.01 157 30 11.27 -26 50 32.54 0 32 26.06
