index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
225 0 3 24 12 43 2.08 -141 56 0.78 -21 22 7.46 0 30 35.10
226 0 3 24 21 3 2.08 -46 46 52.10 67 39 58.70 0 30 26.06
227 0 3 25 5 23 2.08 117 12 19.44 -0 5 52.54 0 30 17.27
228 0 3 25 13 43 2.08 -130 45 9.30 -13 17 18.42 0 30 8.98
229 0 3 25 22 3 2.08 -9 45 52.32 73 28 45.93 0 30 1.25
230 0 3 26 6 23 2.08 126 39 15.64 -9 27 57.33 0 29 53.81
231 0 3 26 14 43 2.08 -121 14 30.68 -3 58 27.55 0 29 46.95
232 0 3 26 23 3 2.08 34 14 22.42 71 16 59.30 0 29 40.63
233 0 3 27 7 23 2.08 137 18 35.63 -17 33 37.67 0 29 34.65
234 0 3 27 15 43 2.08 -112 54 55.29 6 8 51.50 0 29 29.28
235 0 3 28 0 3 2.08 61 16 3.45 63 9 19.91 0 29 24.46
236 0 3 28 8 23 2.08 149 27 26.38 -23 57 21.94 0 29 20.00
237 0 3 28 16 43 2.08 -105 17 28.72 16 47 11.25 0 29 16.20
238 0 3 29 1 3 2.08 76 38 47.79 52 58 23.03 0 29 12.90
239 0 3 29 9 23 2.08 163 5 5.63 -28 10 6.46 0 29 10.02
240 0 3 29 17 43 2.08 -97 52 56.96 27 44 17.18 0 29 7.80
241 0 3 30 2 3 2.08 87 12 12.22 42 11 31.16 0 29 6.07
242 0 3 30 10 23 2.08 177 41 36.39 -29 46 28.40 0 29 4.78
243 0 3 30 18 43 2.08 -90 5 43.61 38 50 21.51 0 29 4.18
244 0 3 31 3 3 2.08 95 45 27.02 31 18 41.29 0 29 4.02
245 0 3 31 11 23 2.08 -167 39 35.12 -28 35 33.20 0 29 4.33
246 0 3 31 19 43 2.08 -80 58 39.32 49 54 42.02 0 29 5.33
247 0 4 1 4 3 2.08 103 34 2.32 20 34 16.84 0 29 6.75
248 0 4 1 12 23 2.08 -153 56 51.27 -24 46 52.96 0 29 8.66
249 0 4 1 20 43 2.08 -68 30 11.78 60 38 32.39 0 29 11.25
250 0 4 2 5 3 2.08 111 20 20.55 10 9 2.46 0 29 14.22
